web-scraper-order,web-scraper-start-url,links,links-href,date,Brand,Name,Year,Kilometer,capacity,transmission,price,location
"1698941810-69","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2018 Honda HR-V 1.5 E SUV - AT KM.57RB PAJAK PANJANG FAST ...","https://www.mobil123.com/dijual/honda-hr-v-e-dki-jakarta-bintaro/12699303","Diperbarui pada: 02 October 2023","Honda","HR-V","2018","50 - 55K km","5","Automatic","Rp 227.000.000","DKI Jakarta"
"1698941813-70","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2022 Honda WR-V 1.5 RS Honda Sensing Wagon - RS Sensing WR...","https://www.mobil123.com/dijual/honda-wr-v-rs-honda-sensing-sumatera-utara-medan/12753477","Diperbarui pada: 02 October 2023","Honda","WR-V","2022","5 - 10K km","5","Automatic","Rp 270.000.000","Sumatera Utara"
"1698941816-71","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2013 Honda Jazz 1.5 RS Hatchback - AT SERVICE RECORD PAJAK...","https://www.mobil123.com/dijual/honda-jazz-rs-dki-jakarta-bintaro/12637427","Diperbarui pada: 02 October 2023","Honda","Jazz","2013","110 - 115K km","5","Automatic","Rp 149.000.000","DKI Jakarta"
"1698941819-72","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2017 Honda Jazz 1.5 RS Hatchback - AT LOW KM.49RB PAJAK PA...","https://www.mobil123.com/dijual/honda-jazz-rs-dki-jakarta-bintaro/12399367","Diperbarui pada: 02 October 2023","Honda","Jazz","2017","45 - 50K km","5","Automatic","Rp 199.000.000","DKI Jakarta"
"1698941822-73","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2018 Mitsubishi Pajero Sport 2.4 Dakar SUV - L Matic","https://www.mobil123.com/dijual/mitsubishi-pajero-sport-dakar-sumatera-utara-medan/12752383","Diperbarui pada: 02 October 2023","Mitsubishi","Pajero Sport","2018","50 - 55K km","7","Automatic","Rp 430.000.000","Sumatera Utara"
"1698941825-74","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2018 Hyundai H-1 2.4 XG MPV - AT BENSIN LOW KM.37RB PAJAK ...","https://www.mobil123.com/dijual/hyundai-h-1-xg-dki-jakarta-bintaro/12450393","Diperbarui pada: 02 October 2023","Hyundai","H-1","2018","35 - 40K km","9","Automatic","Rp 310.000.000","DKI Jakarta"
"1698941828-75","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2016 Hyundai Santa Fe 2.4 SUV - XG AT SUNROOF LOW KM.57RB ...","https://www.mobil123.com/dijual/hyundai-santa-fe-dki-jakarta-bintaro/12612786","Diperbarui pada: 02 October 2023","Hyundai","Santa Fe","2016","55 - 60K km","7","Automatic","Rp 245.000.000","DKI Jakarta"
"1698941831-76","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2018 Hyundai Santa Fe 2.2 XG CRDi SUV - DIESEL PANORAMIC P...","https://www.mobil123.com/dijual/hyundai-santa-fe-xg-crdi-dki-jakarta-bintaro/11533006","Diperbarui pada: 02 October 2023","Hyundai","Santa Fe","2018","65 - 70K km","7","Automatic","Rp 395.000.000","DKI Jakarta"
"1698941834-77","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2018 Jeep Compass 1.4 SUV - LONGITUDE 2019 LOW KM.21RB PAJ...","https://www.mobil123.com/dijual/jeep-compass-dki-jakarta-bintaro/12491726","Diperbarui pada: 02 October 2023","Jeep","Compass","2018","20 - 25K km","5","Automatic","Rp 340.000.000","DKI Jakarta"
"1698941837-78","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2016 Daihatsu Sigra 1.2 R Deluxe MPV - 1,2","https://www.mobil123.com/dijual/daihatsu-sigra-r-deluxe-dki-jakarta-permata-hijau/12752425","Diperbarui pada: 02 October 2023","Daihatsu","Sigra","2016","105000 km","7","Manual","Rp 95.000.000","DKI Jakarta"
"1698941840-79","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2022 Land Rover Defender 3.0 110 P400 X SUV","https://www.mobil123.com/dijual/land-rover-defender-110-p400-x-dki-jakarta-radio-dalam/12241216","Diperbarui pada: 02 October 2023","Land Rover","Defender","2022","5 - 10K km","7","Automatic","Rp 3.500.000.000","DKI Jakarta"
"1698941843-80","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2013 Mercedes-Benz C200 1.8 CGI Avantgarde Sedan - KM 85.0...","https://www.mobil123.com/dijual/mercedes-benz-c200-cgi-avantgarde-dki-jakarta-karet-tengsin/12753621","Diperbarui pada: 02 October 2023","Mercedes-Benz","C-Class","2013","80 - 85K km","5","Automatic","Rp 245.000.000","DKI Jakarta"
"1698941846-81","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2018 Daihatsu Terios 1.5 R SUV","https://www.mobil123.com/dijual/daihatsu-terios-r-dki-jakarta-fatmawati/12753626","Diperbarui pada: 02 October 2023","Daihatsu","Terios","2018","80 - 85K km","7","Automatic","Rp 195.000.000","DKI Jakarta"
"1698941849-82","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2013 Mercedes-Benz C200 1.8 CGI Avantgarde Sedan - KM 85.0...","https://www.mobil123.com/dijual/mercedes-benz-c200-cgi-avantgarde-dki-jakarta-joglo/12753662","Diperbarui pada: 02 October 2023","Mercedes-Benz","C-Class","2013","80 - 85K km","5","Automatic","Rp 245.000.000","DKI Jakarta"
"1698941852-83","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2022 Daihatsu Terios 1.5 X Deluxe SUV","https://www.mobil123.com/dijual/daihatsu-terios-x-deluxe-dki-jakarta-kelapa-gading/12753712","Diperbarui pada: 02 October 2023","Daihatsu","Terios","2022","10 - 15K km","7","Automatic","Rp 210.000.000","DKI Jakarta"
"1698941855-84","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2013 Mercedes-Benz C200 1.8 CGI Avantgarde Sedan - KM 85.0...","https://www.mobil123.com/dijual/mercedes-benz-c200-cgi-avantgarde-dki-jakarta-karet-tengsin/12753734","Diperbarui pada: 02 October 2023","Mercedes-Benz","C-Class","2013","80 - 85K km","5","Automatic","Rp 245.000.000","DKI Jakarta"
"1698941858-85","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2021 Daihatsu Terios 1.5 X SUV","https://www.mobil123.com/dijual/daihatsu-terios-x-dki-jakarta-cipinang/12753749","Diperbarui pada: 02 October 2023","Daihatsu","Terios","2021","10 - 15K km","7","Manual","Rp 195.000.000","DKI Jakarta"
"1698941861-86","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2013 Mercedes-Benz C200 1.8 CGI Avantgarde Sedan - KM 85.0...","https://www.mobil123.com/dijual/mercedes-benz-c200-cgi-avantgarde-dki-jakarta-cinere/12753760","Diperbarui pada: 02 October 2023","Mercedes-Benz","C-Class","2013","80 - 85K km","5","Automatic","Rp 245.000.000","DKI Jakarta"
"1698941864-87","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2016 Nissan March 1.2 1.2L Hatchback - L CICILAN 2 J TAN B...","https://www.mobil123.com/dijual/nissan-march-1-2l-jawa-barat-beji/12505243","Diperbarui pada: 02 October 2023","Nissan","March","2016","70 - 75K km","5","Manual","Rp 101.000.000","Jawa Barat"
"1698941867-88","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2013 Mercedes-Benz C200 1.8 CGI Avantgarde Sedan - KM 85.0...","https://www.mobil123.com/dijual/mercedes-benz-c200-cgi-avantgarde-dki-jakarta-bendungan-hilir/12753874","Diperbarui pada: 02 October 2023","Mercedes-Benz","C-Class","2013","80 - 85K km","5","Automatic","Rp 245.000.000","DKI Jakarta"
"1698941870-89","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2012 Lexus RX270 2.7 RX270 SUV - 2,7","https://www.mobil123.com/dijual/lexus-rx270-rx270-dki-jakarta-kelapa-gading/12753872","Diperbarui pada: 02 October 2023","Lexus","RX270","2012","78000 km","5","Automatic","Rp 285.000.000","DKI Jakarta"
"1698941873-90","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2015 Honda CR-V 2.4 2.4 Prestige SUV - 2,4 Prestige","https://www.mobil123.com/dijual/honda-cr-v-2-4-prestige-dki-jakarta-kelapa-gading/12753680","Diperbarui pada: 02 October 2023","Honda","CR-V","2015","93000 km","5","Automatic","Rp 239.000.000","DKI Jakarta"
"1698941878-91","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2016 Mitsubishi Mirage 1.2 GLS Hatchback - 1,2","https://www.mobil123.com/dijual/mitsubishi-mirage-gls-dki-jakarta-kelapa-gading/12753628","Diperbarui pada: 02 October 2023","Mitsubishi","Mirage","2016","79000 km","5","Automatic","Rp 102.000.000","DKI Jakarta"
"1698941881-92","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2013 Mercedes-Benz C200 1.8 CGI Avantgarde Sedan - KM 85.0...","https://www.mobil123.com/dijual/mercedes-benz-c200-cgi-avantgarde-dki-jakarta-kelapa-gading/12753901","Diperbarui pada: 02 October 2023","Mercedes-Benz","C-Class","2013","80 - 85K km","5","Automatic","Rp 245.000.000","DKI Jakarta"
"1698941884-93","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2021 Daihatsu Terios 1.5 X Deluxe SUV - AT PROMO DP RINGAN...","https://www.mobil123.com/dijual/daihatsu-terios-x-deluxe-jawa-barat-kelapa-dua/12753897","Diperbarui pada: 02 October 2023","Daihatsu","Terios","2021","25 - 30K km","7","Manual","Rp 209.000.000","Jawa Barat"
"1698941887-94","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2013 Mercedes-Benz C200 1.8 CGI Avantgarde Sedan - KM 85.0...","https://www.mobil123.com/dijual/mercedes-benz-c200-cgi-avantgarde-banten-tangerang-kota/12753927","Diperbarui pada: 02 October 2023","Mercedes-Benz","C-Class","2013","80 - 85K km","5","Automatic","Rp 245.000.000","Banten"
"1698941890-95","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2022 Honda BR-V 1.5 E SUV","https://www.mobil123.com/dijual/honda-br-v-e-dki-jakarta-bintaro/12753955","Diperbarui pada: 02 October 2023","Honda","BR-V","2022","55 - 60K km","7","Automatic","Rp 228.000.000","DKI Jakarta"
"1698941893-96","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2017 Daihatsu Gran Max 1.3 AC Van","https://www.mobil123.com/dijual/daihatsu-gran-max-ac-jawa-barat-astanaanyar/12754099","Diperbarui pada: 02 October 2023","Daihatsu","Gran Max","2017","145 - 150K km","2","Manual","Rp 85.000.000","Jawa Barat"
"1698941896-97","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2012 Honda Freed 1.5 E MPV - DP 10jt PSD Pajak Baru","https://www.mobil123.com/dijual/honda-freed-e-jawa-tengah-semarang/12739889","Diperbarui pada: 02 October 2023","Honda","Freed","2012","120000 km","7","Automatic","Rp 145.000.000","Jawa Tengah"
"1698941899-98","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=359&sort=modification_date_search.desc","2015 Toyota Land Cruiser 4.0 70 GXL 30th Anniversary SUV -...","https://www.mobil123.com/dijual/toyota-land-cruiser-70-gxl-30th-anniversary-dki-jakarta-gandaria/12329249","Diperbarui pada: 02 October 2023","Toyota","Land Cruiser","2015","0 - 5K km","5","Manual","Rp 1.900.000.000","DKI Jakarta"
"1698941906-99","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2012 Toyota Kijang Innova 2.5 G MPV - 2,5 Manual Diesel Si...","https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-barat-bandung/12754502","Diperbarui pada: 02 October 2023","Toyota","Kijang Innova","2012","90000 km","8","Manual","Rp 219.000.000","Jawa Barat"
"1698941910-100","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2018 BMW X1 1.5 sDrive18i xLine SUV - Garansi Sparepart Me...","https://www.mobil123.com/dijual/bmw-x1-sdrive18i-xline-dki-jakarta-bintaro/12677914","Diperbarui pada: 02 October 2023","BMW","X","2018","10 - 15K km","5","Automatic","Rp 478.000.000","DKI Jakarta"
"1698941913-101","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2020 Toyota Camry 2.5 V Sedan - Nik Black On Black Km20rb ...","https://www.mobil123.com/dijual/toyota-camry-v-dki-jakarta-bintaro/12754507","Diperbarui pada: 02 October 2023","Toyota","Camry","2020","20 - 25K km","5","Automatic","Rp 495.000.000","DKI Jakarta"
"1698941916-102","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2014 Toyota Kijang Innova 2.5 G MPV - 2,5 Matic Diesel Low...","https://www.mobil123.com/dijual/toyota-kijang-innova-g-jawa-barat-bandung/12754526","Diperbarui pada: 02 October 2023","Toyota","Kijang Innova","2014","39000 km","8","Automatic","Rp 269.000.000","Jawa Barat"
"1698941919-103","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2018 MINI Clubman 2.0 John Cooper Works ALL4 Wagon - putih...","https://www.mobil123.com/dijual/mini-clubman-john-cooper-works-all4-dki-jakarta-mangga-dua/12754585","Diperbarui pada: 02 October 2023","MINI","Clubman","2018","10 - 15K km","5","Automatic","Rp 795.000.000","DKI Jakarta"
"1698941922-104","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2017 Toyota Kijang Innova 2.0 G MPV - Innova Reborn MATIC ...","https://www.mobil123.com/dijual/toyota-kijang-innova-g-dki-jakarta-pademangan/12754607","Diperbarui pada: 02 October 2023","Toyota","Kijang Innova","2017","49000 km","8","Automatic","Rp 239.000.000","DKI Jakarta"
"1698941925-105","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2023 Hyundai Palisade 2.2 Signature AWD Wagon - 4X4 Nik Bl...","https://www.mobil123.com/dijual/hyundai-palisade-signature-awd-dki-jakarta-bintaro/12439645","Diperbarui pada: 02 October 2023","Hyundai","Palisade","2023","4000 km","7","Automatic","Rp 980.000.000","DKI Jakarta"
"1698941928-106","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2022 Hyundai Palisade 2.2 Signature Wagon - Diesel Nik Fac...","https://www.mobil123.com/dijual/hyundai-palisade-signature-dki-jakarta-bintaro/12550057","Diperbarui pada: 02 October 2023","Hyundai","Palisade","2022","9000 km","7","Automatic","Rp 880.000.000","DKI Jakarta"
"1698941931-107","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2022 Hyundai Palisade 2.2 Signature Wagon - Diesel Nik Fac...","https://www.mobil123.com/dijual/hyundai-palisade-signature-dki-jakarta-pondok-indah/12550040","Diperbarui pada: 02 October 2023","Hyundai","Palisade","2022","9000 km","7","Automatic","Rp 880.000.000","DKI Jakarta"
"1698941934-108","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2023 Hyundai Palisade 2.2 Signature AWD Wagon - 4X4 Nik Bl...","https://www.mobil123.com/dijual/hyundai-palisade-signature-awd-dki-jakarta-pondok-indah/12439615","Diperbarui pada: 02 October 2023","Hyundai","Palisade","2023","4000 km","7","Automatic","Rp 980.000.000","DKI Jakarta"
"1698941937-109","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2018 Hyundai H-1 2.5 Royale MPV - hitam km 56 ribuan pajak...","https://www.mobil123.com/dijual/hyundai-h-1-royale-dki-jakarta-mangga-dua/12754772","Diperbarui pada: 02 October 2023","Hyundai","H-1","2018","55 - 60K km","8","Automatic","Rp 415.000.000","DKI Jakarta"
"1698941940-110","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2012 Toyota Fortuner 2.7 V SUV - Termurah Sejabodetabek Gr...","https://www.mobil123.com/dijual/toyota-fortuner-v-dki-jakarta-kebayoran-lama/12754812","Diperbarui pada: 02 October 2023","Toyota","Fortuner","2012","108000 km","7","Automatic","Rp 235.000.000","DKI Jakarta"
"1698941943-111","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2016 Toyota Kijang Innova 2.0 G MPV - matic hitam dp 35jt ...","https://www.mobil123.com/dijual/toyota-kijang-innova-g-dki-jakarta-mangga-dua/12754878","Diperbarui pada: 02 October 2023","Toyota","Kijang Innova","2016","90 - 95K km","8","Automatic","Rp 225.000.000","DKI Jakarta"
"1698941946-112","https://www.mobil123.com/mobil-dijual/indonesia?type=used&page_size=50&page_number=358&sort=modification_date_search.desc","2020 Honda Brio 1.2 Satya E Hatchback - PROMO MURAH TDP MI...","https://www.mobil123.com/dijual/honda-brio-satya-e-dki-jakarta-kalimalang/12710604","Diperbarui pada: 02 October 2023","Honda","Brio","2020","25 - 30K km","5","Automatic","Rp 140.000.000","DKI Jakarta"
